lat,lng,node,edge,station,route,travel_times
10.8741684,106.80150604,8372509234,"(3342113661, 8372509234, 0)",True,"[3342113661, 8372509234, 6912957470, 7456680192, 6912957463]",16.8
10.8753109,106.80147552,6912957463,"(6912957463, 7456680192, 0)",False,[6912957463],0.0
10.87645435,106.80155182,6741814224,"(6912957463, 6741814224, 0)",False,"[6912957463, 6741814224, 6768441587, 2949182384, 6768441589]",16.0
10.876543999999999,106.80200195,6768441589,"(6768441589, 6768441588, 0)",False,[6768441589],0.0
10.8765173,106.80255127,2949182388,"(6768441589, 2949182388, 0)",True,"[6768441589, 2949182388, 6768441590, 2949182378, 10653633546, 6768441591, 2949182371, 2949182368]",15.299999999999997
10.87648106,106.80307007,2949182368,"(2949182368, 2949182378, 0)",False,"[2949182368, 2949182366]",0.5
10.87638569,106.80317688,2949182366,"(2949182366, 2949182365, 0)",False,"[2949182366, 2949182365]",1.1
10.87642765,106.80334473,2949182365,"(2949182365, 6768441606, 0)",False,"[2949182365, 6768441606, 2949182401]",2.2
10.87631702,106.80376434,2949182401,"(2949182401, 6768441600, 0)",False,"[2949182401, 6768441600]",9.0
10.87591171,106.80471802,6768441604,"(6768441600, 6768441604, 0)",True,"[6768441600, 6768441604, 5762890458, 8372456736, 5762890454, 5762890465, 5763376688, 8372428302, 8372428300]",37.9
10.874404909999999,106.80683899,8372428302,"(8372428300, 8372428302, 0)",True,[8372428300],0.0
10.8738308,106.80776978,5763376687,"(8372428300, 5763376687, 0)",False,"[8372428300, 5763376687, 9735670815]",7.0
10.87333584,106.80818939,6956996789,"(9735670815, 6956996789, 0)",False,"[9735670815, 6956996789]",3.1
10.8720665,106.80724335,5762890413,"(6956996789, 6956976777, 0)",False,"[6956996789, 6956976777, 9291853081, 6968527019]",27.1
10.86968994,106.80532837,6782997407,"(6968527019, 3342117447, 0)",False,"[6968527019, 3342117447, 10089731055]",18.099999999999998
10.86851025,106.80408478,6956996786,"(10089731055, 6956996786, 0)",False,"[10089731055, 6956996786]",1.9
10.86783028,106.80393982,6956996787,"(6956996786, 6956996787, 0)",False,"[6956996786, 6956996787]",5.9
10.86685562,106.80259705,6616505160,"(6956996787, 366466277, 0)",False,"[6956996787, 366466277]",16.9
10.86645031,106.8019104,366466277,"(366466277, 9031257781, 0)",False,[366466277],0.0
10.865997310000001,106.80114746,7686385696,"(366466277, 5778173051, 0)",True,"[366466277, 5778173051]",13.4
10.86535454,106.8000412,6616634719,"(5778173051, 366415574, 0)",False,"[5778173051, 366415574]",12.2
10.86411095,106.79798126,5778173023,"(366415574, 9898697119, 0)",False,"[366415574, 9898697119]",33.8
