lat,lng,node,edge,station,route,travel_times
10.78761673,106.62205505,4565611688,"(8371219750, 8371219754, 0)",True,"[8371219750, 4565611688, 4565611889]",2.5
10.78769016,106.62245941,4565611889,"(4565611889, 4585919063, 0)",True,"[4565611889, 5767514265, 2500252746]",15.600000000000001
10.7884388,106.62098694,2500252746,"(2500252746, 4976736725, 0)",False,"[2500252746, 4976736725, 4976736733, 4976736734, 2500252774]",18.8
10.78829193,106.61889648,2500252774,"(2500252774, 9245916503, 0)",True,"[2500252774, 9245916503, 4976736727]",7.1
10.78824329,106.61813354,4976736727,"(4976736727, 4976736731, 0)",False,"[4976736727, 4976736731]",4.2
10.78816509,106.61736298,2500251226,"(4976736731, 2500251226, 0)",False,"[4976736731, 2500251226, 5767488934, 378247552]",7.4
10.78881264,106.61714935,4988329013,"(378247552, 4988329013, 0)",False,"[378247552, 4988329013, 4976736728, 366438005, 4988329018]",14.4
10.78946114,106.6169281,366438005,"(4988329018, 366438005, 0)",False,"[4988329018, 4976736726]",6.0
10.7895956,106.61762238,4988329018,"(4976736726, 4988329018, 0)",False,"[4976736726, 5767488943, 5767488940]",7.300000000000001
10.789730070000001,106.61830902,5767488943,"(5767488940, 5767488943, 0)",True,[5767488940],0.0
10.78990364,106.61917877,366403586,"(5767488940, 366403586, 0)",False,"[5767488940, 366403586, 4976736724]",9.600000000000001
10.79005623,106.62002563,4976736724,"(4976736724, 5767512145, 0)",False,"[4976736724, 5767512145, 366409626, 2620587106]",14.8
10.79019356,106.62084198,366409626,"(2620587106, 366409626, 0)",False,"[2620587106, 5006804409]",3.9
10.7900877,106.62167358,5006804409,"(5006804409, 2620587079, 0)",True,"[5006804409, 2620587079, 366371760, 2620587072, 5003306271]",14.1
10.78991985,106.62312317,5003306271,"(5003306271, 2620587072, 0)",False,"[5003306271, 366420466, 5003306281, 2620587041, 5003306283, 5767702965]",17.3
10.78973484,106.62458038,5767702965,"(5767702965, 5003306283, 0)",True,"[5767702965, 5003306285, 366475534]",5.8
10.78957176,106.62553406,5003306287,"(366475534, 5003306287, 0)",False,"[366475534, 5003306287, 5767702953, 5003306289, 5003306292, 5003306290, 8371142683, 366442767]",18.4
10.78939819,106.62649536,8371142683,"(366442767, 8371142683, 0)",False,"[366442767, 5767567199]",1.2
10.78928661,106.62722015,5767567199,"(5767567199, 5767567208, 0)",False,"[5767567199, 5767567208, 8371067331]",8.6
