lat,lng,node,edge,station,route,travel_times
10.87380505,106.80202484,3342113628,"(3342113638, 7961512927, 0)",True,"[3342113638, 7961512927, 8372509230]",10.2
10.87422562,106.80206299,7961512927,"(8372509230, 8372509234, 0)",False,"[8372509230, 3342113661]",2.6
10.87426853,106.80141449,8372509234,"(3342113661, 8372509234, 0)",False,"[3342113661, 8372509234, 6912957470, 7456680192, 6912957463, 6741814224, 6768441587]",30.1
10.87650681,106.8017807,2949182384,"(6768441587, 2949182384, 0)",False,"[6768441587, 2949182384, 6768441589]",2.7
10.87652779,106.80200958,6768441589,"(6768441589, 2949182388, 0)",False,"[6768441589, 2949182388, 6768441590, 2949182378, 10653633546, 6768441591, 2949182371, 2949182368]",15.299999999999997
10.87648106,106.80307007,2949182368,"(2949182368, 2949182378, 0)",False,"[2949182368, 2949182366]",0.5
10.87638569,106.80317688,2949182366,"(2949182366, 2949182365, 0)",False,"[2949182366, 2949182365]",1.1
10.87642765,106.80334473,2949182365,"(2949182365, 6768441606, 0)",False,"[2949182365, 6768441606, 2949182401]",2.2
10.87631702,106.80376434,2949182401,"(2949182401, 6768441600, 0)",False,"[2949182401, 6768441600]",9.0
10.87591171,106.80471802,6768441604,"(6768441600, 6768441604, 0)",True,"[6768441600, 6768441604]",3.6
10.8752327,106.80521393,5762890458,"(6768441604, 5762890458, 0)",False,"[6768441604, 5762890458]",8.6
10.87512684,106.80518341,8372456736,"(5762890458, 8372456736, 0)",False,"[5762890458, 8372456736, 5762890454, 5762890465, 5763376688, 8372428302, 8372428300, 5763376687, 6895233324, 5762890419, 5762890432, 5762890424, 366461946, 5753048911, 5753048865, 2939003306, 366441840, 2217936791, 2217936792, 9291876053, 366410640, 5753048851, 366411026, 5753048797, 6956976778]",145.70000000000002
10.86780453,106.80393219,6956996787,"(6956976778, 6956996787, 0)",False,"[6956976778, 6956996787]",88.7
10.8673296,106.8032608,2951381866,"(6956996787, 366466277, 0)",False,"[6956996787, 366466277]",16.9
10.86645031,106.8019104,366466277,"(366466277, 9031257781, 0)",False,[366466277],0.0
10.865997310000001,106.80114746,7686385696,"(366466277, 5778173051, 0)",True,"[366466277, 5778173051, 366415574]",25.6
